title,filepath,neg_caption,neg_image
The green cup is to the right of the yellow bowl.,images/step553.camera_0.png,['The yellow bowl is to the right of the green cup.'],[4121]
The yellow bowl is behind the small pot.,images/step578.camera_0.png,['The small pot is behind the yellow bowl.'],[898]
The small pot is to the right of the green cup.,images/step149.camera_0.png,['The green cup is to the right of the small pot.'],[2289]
The small pot is to the right of the pink bowl.,images/step595.camera_0.png,['The pink bowl is to the right of the small pot.'],[7014]
The pink bowl is to the left of the yellow bowl.,images/step543.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[6795]
The small pot is behind the pink bowl.,images/step387.camera_0.png,['The pink bowl is behind the small pot.'],[2368]
The yellow bowl is to the right of the small pot.,images/step234.camera_0.png,['The small pot is to the right of the yellow bowl.'],[4937]
The small pot is in front of the pink bowl.,images/step694.camera_0.png,['The pink bowl is in front of the small pot.'],[298]
The small pot is to the left of the pink bowl.,images/step88.camera_0.png,['The pink bowl is to the left of the small pot.'],[558]
The yellow bowl is to the right of the small pot.,images/step767.camera_0.png,['The small pot is to the right of the yellow bowl.'],[2325]
The green cup is in front of the small pot.,images/step447.camera_0.png,['The small pot is in front of the green cup.'],[5960]
The small pot is to the left of the pink bowl.,images/step61.camera_0.png,['The pink bowl is to the left of the small pot.'],[5538]
The small pot is to the right of the yellow bowl.,images/step256.camera_0.png,['The yellow bowl is to the right of the small pot.'],[3724]
The small pot is in front of the pink bowl.,images/step638.camera_0.png,['The pink bowl is in front of the small pot.'],[711]
The yellow bowl is to the left of the green cup.,images/step223.camera_0.png,['The green cup is to the left of the yellow bowl.'],[6752]
The small pot is behind the pink bowl.,images/step256.camera_0.png,['The pink bowl is behind the small pot.'],[297]
The small pot is to the left of the pink bowl.,images/step414.camera_0.png,['The pink bowl is to the left of the small pot.'],[275]
The small pot is to the left of the pink bowl.,images/step643.camera_0.png,['The pink bowl is to the left of the small pot.'],[2979]
The small pot is to the right of the yellow bowl.,images/step214.camera_0.png,['The yellow bowl is to the right of the small pot.'],[1151]
The yellow bowl is in front of the pink bowl.,images/step547.camera_0.png,['The pink bowl is in front of the yellow bowl.'],[2580]
The green cup is to the left of the pink bowl.,images/step347.camera_0.png,['The pink bowl is to the left of the green cup.'],[1022]
The green cup is to the left of the small pot.,images/step605.camera_0.png,['The small pot is to the left of the green cup.'],[1011]
The pink bowl is to the left of the yellow bowl.,images/step124.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[3470]
The small pot is to the right of the yellow bowl.,images/step488.camera_0.png,['The yellow bowl is to the right of the small pot.'],[3376]
The green cup is to the left of the small pot.,images/step207.camera_0.png,['The small pot is to the left of the green cup.'],[6388]
The pink bowl is to the left of the yellow bowl.,images/step631.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[655]
The pink bowl is to the left of the small pot.,images/step780.camera_0.png,['The small pot is to the left of the pink bowl.'],[2757]
The yellow bowl is to the right of the pink bowl.,images/step34.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[6790]
The yellow bowl is to the left of the pink bowl.,images/step709.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[6321]
The green cup is to the left of the pink bowl.,images/step484.camera_0.png,['The pink bowl is to the left of the green cup.'],[3082]
The green cup is to the right of the yellow bowl.,images/step687.camera_0.png,['The yellow bowl is to the right of the green cup.'],[2362]
The pink bowl is to the right of the green cup.,images/step65.camera_0.png,['The green cup is to the right of the pink bowl.'],[4187]
The green cup is to the right of the pink bowl.,images/step229.camera_0.png,['The pink bowl is to the right of the green cup.'],[7328]
The pink bowl is to the left of the small pot.,images/step659.camera_0.png,['The small pot is to the left of the pink bowl.'],[2917]
The small pot is to the right of the pink bowl.,images/step631.camera_0.png,['The pink bowl is to the right of the small pot.'],[2152]
The pink bowl is to the left of the green cup.,images/step230.camera_0.png,['The green cup is to the left of the pink bowl.'],[356]
The pink bowl is to the right of the green cup.,images/step188.camera_0.png,['The green cup is to the right of the pink bowl.'],[729]
The pink bowl is to the right of the small pot.,images/step239.camera_0.png,['The small pot is to the right of the pink bowl.'],[5262]
The yellow bowl is to the left of the pink bowl.,images/step299.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[344]
The yellow bowl is behind the small pot.,images/step336.camera_0.png,['The small pot is behind the yellow bowl.'],[7541]
The small pot is to the left of the yellow bowl.,images/step25.camera_0.png,['The yellow bowl is to the left of the small pot.'],[5337]
The small pot is to the right of the pink bowl.,images/step249.camera_0.png,['The pink bowl is to the right of the small pot.'],[1761]
The green cup is to the left of the small pot.,images/step683.camera_0.png,['The small pot is to the left of the green cup.'],[4045]
The yellow bowl is to the left of the green cup.,images/step390.camera_0.png,['The green cup is to the left of the yellow bowl.'],[6248]
The yellow bowl is to the right of the small pot.,images/step99.camera_0.png,['The small pot is to the right of the yellow bowl.'],[7517]
The green cup is to the left of the small pot.,images/step340.camera_0.png,['The small pot is to the left of the green cup.'],[1212]
The pink bowl is to the left of the green cup.,images/step43.camera_0.png,['The green cup is to the left of the pink bowl.'],[5805]
The yellow bowl is to the right of the pink bowl.,images/step454.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[1972]
The small pot is to the left of the green cup.,images/step254.camera_0.png,['The green cup is to the left of the small pot.'],[6250]
The green cup is to the left of the pink bowl.,images/step49.camera_0.png,['The pink bowl is to the left of the green cup.'],[1927]
The small pot is behind the yellow bowl.,images/step128.camera_0.png,['The yellow bowl is behind the small pot.'],[87]
The yellow bowl is to the right of the pink bowl.,images/step307.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[3755]
The green cup is to the left of the yellow bowl.,images/step598.camera_0.png,['The yellow bowl is to the left of the green cup.'],[583]
The green cup is in front of the pink bowl.,images/step553.camera_0.png,['The pink bowl is in front of the green cup.'],[6635]
The yellow bowl is to the right of the pink bowl.,images/step403.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[5997]
The pink bowl is to the left of the small pot.,images/step516.camera_0.png,['The small pot is to the left of the pink bowl.'],[6974]
The green cup is to the left of the small pot.,images/step699.camera_0.png,['The small pot is to the left of the green cup.'],[626]
The small pot is to the right of the green cup.,images/step794.camera_0.png,['The green cup is to the right of the small pot.'],[6104]
The yellow bowl is to the left of the small pot.,images/step50.camera_0.png,['The small pot is to the left of the yellow bowl.'],[554]
The small pot is to the left of the green cup.,images/step604.camera_0.png,['The green cup is to the left of the small pot.'],[7346]
The yellow bowl is to the right of the pink bowl.,images/step576.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[6464]
The pink bowl is to the right of the yellow bowl.,images/step211.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[4919]
The small pot is to the right of the pink bowl.,images/step742.camera_0.png,['The pink bowl is to the right of the small pot.'],[5699]
The green cup is to the right of the yellow bowl.,images/step200.camera_0.png,['The yellow bowl is to the right of the green cup.'],[6052]
The pink bowl is to the left of the green cup.,images/step523.camera_0.png,['The green cup is to the left of the pink bowl.'],[101]
The yellow bowl is to the left of the small pot.,images/step175.camera_0.png,['The small pot is to the left of the yellow bowl.'],[7582]
The pink bowl is to the left of the yellow bowl.,images/step292.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[6162]
The green cup is to the left of the yellow bowl.,images/step9.camera_0.png,['The yellow bowl is to the left of the green cup.'],[1148]
The yellow bowl is to the right of the green cup.,images/step52.camera_0.png,['The green cup is to the right of the yellow bowl.'],[3900]
The pink bowl is to the right of the green cup.,images/step670.camera_0.png,['The green cup is to the right of the pink bowl.'],[172]
The yellow bowl is to the left of the pink bowl.,images/step474.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[5457]
The small pot is in front of the pink bowl.,images/step312.camera_0.png,['The pink bowl is in front of the small pot.'],[409]
The pink bowl is in front of the small pot.,images/step693.camera_0.png,['The small pot is in front of the pink bowl.'],[1653]
The green cup is to the left of the pink bowl.,images/step530.camera_0.png,['The pink bowl is to the left of the green cup.'],[4163]
The green cup is to the left of the yellow bowl.,images/step536.camera_0.png,['The yellow bowl is to the left of the green cup.'],[5286]
The green cup is to the left of the pink bowl.,images/step599.camera_0.png,['The pink bowl is to the left of the green cup.'],[6993]
The small pot is to the right of the yellow bowl.,images/step536.camera_0.png,['The yellow bowl is to the right of the small pot.'],[2981]
The green cup is to the left of the small pot.,images/step22.camera_0.png,['The small pot is to the left of the green cup.'],[6236]
The yellow bowl is to the left of the pink bowl.,images/step465.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[4908]
The small pot is behind the green cup.,images/step438.camera_0.png,['The green cup is behind the small pot.'],[6649]
The pink bowl is to the right of the yellow bowl.,images/step362.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[1155]
The small pot is behind the yellow bowl.,images/step541.camera_0.png,['The yellow bowl is behind the small pot.'],[2569]
The pink bowl is to the left of the yellow bowl.,images/step642.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[4651]
The pink bowl is to the left of the yellow bowl.,images/step369.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[2274]
The small pot is to the left of the green cup.,images/step783.camera_0.png,['The green cup is to the left of the small pot.'],[7138]
The small pot is in front of the yellow bowl.,images/step490.camera_0.png,['The yellow bowl is in front of the small pot.'],[3135]
The pink bowl is to the left of the small pot.,images/step115.camera_0.png,['The small pot is to the left of the pink bowl.'],[1503]
The pink bowl is to the right of the yellow bowl.,images/step640.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[1504]
The yellow bowl is to the left of the pink bowl.,images/step383.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[3610]
The small pot is to the left of the green cup.,images/step407.camera_0.png,['The green cup is to the left of the small pot.'],[579]
The green cup is to the right of the small pot.,images/step473.camera_0.png,['The small pot is to the right of the green cup.'],[3523]
The pink bowl is in front of the green cup.,images/step383.camera_0.png,['The green cup is in front of the pink bowl.'],[7292]
The yellow bowl is behind the green cup.,images/step626.camera_0.png,['The green cup is behind the yellow bowl.'],[6295]
The green cup is to the right of the pink bowl.,images/step390.camera_0.png,['The pink bowl is to the right of the green cup.'],[7467]
The pink bowl is in front of the green cup.,images/step475.camera_0.png,['The green cup is in front of the pink bowl.'],[201]
The yellow bowl is to the right of the pink bowl.,images/step244.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[7103]
The small pot is to the right of the green cup.,images/step133.camera_0.png,['The green cup is to the right of the small pot.'],[4922]
The pink bowl is to the right of the yellow bowl.,images/step773.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5852]
The small pot is to the right of the yellow bowl.,images/step360.camera_0.png,['The yellow bowl is to the right of the small pot.'],[1519]
The pink bowl is to the right of the yellow bowl.,images/step299.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[3900]
The green cup is to the left of the pink bowl.,images/step84.camera_0.png,['The pink bowl is to the left of the green cup.'],[6410]
The yellow bowl is to the right of the pink bowl.,images/step265.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[730]
The small pot is to the left of the green cup.,images/step181.camera_0.png,['The green cup is to the left of the small pot.'],[3432]
The yellow bowl is to the right of the pink bowl.,images/step262.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[2333]
The small pot is to the left of the green cup.,images/step16.camera_0.png,['The green cup is to the left of the small pot.'],[2277]
The yellow bowl is to the right of the small pot.,images/step516.camera_0.png,['The small pot is to the right of the yellow bowl.'],[1475]
The green cup is to the left of the pink bowl.,images/step437.camera_0.png,['The pink bowl is to the left of the green cup.'],[3622]
The green cup is in front of the small pot.,images/step532.camera_0.png,['The small pot is in front of the green cup.'],[4195]
The yellow bowl is to the right of the small pot.,images/step736.camera_0.png,['The small pot is to the right of the yellow bowl.'],[5230]
The yellow bowl is to the left of the pink bowl.,images/step62.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[6545]
The pink bowl is to the right of the green cup.,images/step295.camera_0.png,['The green cup is to the right of the pink bowl.'],[3671]
The small pot is behind the pink bowl.,images/step795.camera_0.png,['The pink bowl is behind the small pot.'],[1263]
The small pot is behind the yellow bowl.,images/step781.camera_0.png,['The yellow bowl is behind the small pot.'],[3790]
The small pot is to the left of the green cup.,images/step93.camera_0.png,['The green cup is to the left of the small pot.'],[153]
The pink bowl is to the right of the green cup.,images/step760.camera_0.png,['The green cup is to the right of the pink bowl.'],[4727]
The small pot is to the right of the yellow bowl.,images/step165.camera_0.png,['The yellow bowl is to the right of the small pot.'],[7140]
The small pot is in front of the pink bowl.,images/step281.camera_0.png,['The pink bowl is in front of the small pot.'],[2557]
The small pot is to the right of the green cup.,images/step593.camera_0.png,['The green cup is to the right of the small pot.'],[1417]
The small pot is to the left of the pink bowl.,images/step16.camera_0.png,['The pink bowl is to the left of the small pot.'],[4321]
The green cup is to the right of the pink bowl.,images/step783.camera_0.png,['The pink bowl is to the right of the green cup.'],[7723]
The pink bowl is to the right of the small pot.,images/step354.camera_0.png,['The small pot is to the right of the pink bowl.'],[6314]
The small pot is to the left of the pink bowl.,images/step274.camera_0.png,['The pink bowl is to the left of the small pot.'],[2392]
The yellow bowl is behind the pink bowl.,images/step754.camera_0.png,['The pink bowl is behind the yellow bowl.'],[7588]
The green cup is to the left of the pink bowl.,images/step335.camera_0.png,['The pink bowl is to the left of the green cup.'],[3808]
The green cup is to the left of the small pot.,images/step233.camera_0.png,['The small pot is to the left of the green cup.'],[1822]
The yellow bowl is to the left of the green cup.,images/step785.camera_0.png,['The green cup is to the left of the yellow bowl.'],[7396]
The yellow bowl is to the left of the pink bowl.,images/step193.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[3706]
The green cup is to the left of the yellow bowl.,images/step48.camera_0.png,['The yellow bowl is to the left of the green cup.'],[1820]
The yellow bowl is to the left of the small pot.,images/step712.camera_0.png,['The small pot is to the left of the yellow bowl.'],[2612]
The yellow bowl is to the left of the small pot.,images/step536.camera_0.png,['The small pot is to the left of the yellow bowl.'],[6381]
The green cup is to the right of the yellow bowl.,images/step488.camera_0.png,['The yellow bowl is to the right of the green cup.'],[572]
The green cup is to the right of the small pot.,images/step431.camera_0.png,['The small pot is to the right of the green cup.'],[6513]
The small pot is to the right of the pink bowl.,images/step47.camera_0.png,['The pink bowl is to the right of the small pot.'],[6790]
The small pot is to the left of the pink bowl.,images/step401.camera_0.png,['The pink bowl is to the left of the small pot.'],[656]
The pink bowl is in front of the small pot.,images/step376.camera_0.png,['The small pot is in front of the pink bowl.'],[4446]
The yellow bowl is to the left of the green cup.,images/step700.camera_0.png,['The green cup is to the left of the yellow bowl.'],[2176]
The green cup is to the right of the yellow bowl.,images/step770.camera_0.png,['The yellow bowl is to the right of the green cup.'],[1679]
The green cup is to the left of the yellow bowl.,images/step517.camera_0.png,['The yellow bowl is to the left of the green cup.'],[7738]
The yellow bowl is behind the pink bowl.,images/step190.camera_0.png,['The pink bowl is behind the yellow bowl.'],[5840]
The green cup is to the left of the pink bowl.,images/step606.camera_0.png,['The pink bowl is to the left of the green cup.'],[3995]
The green cup is to the right of the small pot.,images/step611.camera_0.png,['The small pot is to the right of the green cup.'],[4351]
The yellow bowl is in front of the green cup.,images/step484.camera_0.png,['The green cup is in front of the yellow bowl.'],[3227]
The yellow bowl is to the left of the pink bowl.,images/step101.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[125]
The yellow bowl is to the right of the green cup.,images/step68.camera_0.png,['The green cup is to the right of the yellow bowl.'],[7651]
The small pot is to the right of the green cup.,images/step702.camera_0.png,['The green cup is to the right of the small pot.'],[2289]
The yellow bowl is behind the small pot.,images/step11.camera_0.png,['The small pot is behind the yellow bowl.'],[3757]
The pink bowl is to the left of the green cup.,images/step626.camera_0.png,['The green cup is to the left of the pink bowl.'],[2568]
The yellow bowl is to the right of the small pot.,images/step217.camera_0.png,['The small pot is to the right of the yellow bowl.'],[5042]
The yellow bowl is behind the green cup.,images/step217.camera_0.png,['The green cup is behind the yellow bowl.'],[3630]
The yellow bowl is to the right of the pink bowl.,images/step88.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[2885]
The green cup is to the right of the small pot.,images/step776.camera_0.png,['The small pot is to the right of the green cup.'],[2058]
The small pot is to the left of the green cup.,images/step732.camera_0.png,['The green cup is to the left of the small pot.'],[2249]
The small pot is to the left of the pink bowl.,images/step560.camera_0.png,['The pink bowl is to the left of the small pot.'],[7347]
The pink bowl is to the left of the green cup.,images/step636.camera_0.png,['The green cup is to the left of the pink bowl.'],[5763]
The pink bowl is in front of the small pot.,images/step388.camera_0.png,['The small pot is in front of the pink bowl.'],[357]
The small pot is to the right of the pink bowl.,images/step86.camera_0.png,['The pink bowl is to the right of the small pot.'],[3515]
The green cup is to the right of the yellow bowl.,images/step581.camera_0.png,['The yellow bowl is to the right of the green cup.'],[2895]
The pink bowl is to the right of the green cup.,images/step31.camera_0.png,['The green cup is to the right of the pink bowl.'],[2665]
The yellow bowl is to the right of the pink bowl.,images/step130.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[314]
The pink bowl is to the left of the green cup.,images/step665.camera_0.png,['The green cup is to the left of the pink bowl.'],[1895]
The pink bowl is to the left of the small pot.,images/step67.camera_0.png,['The small pot is to the left of the pink bowl.'],[288]
The small pot is to the right of the green cup.,images/step39.camera_0.png,['The green cup is to the right of the small pot.'],[6763]
The yellow bowl is to the right of the pink bowl.,images/step217.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[1720]
The pink bowl is to the left of the green cup.,images/step306.camera_0.png,['The green cup is to the left of the pink bowl.'],[1884]
The yellow bowl is to the left of the green cup.,images/step750.camera_0.png,['The green cup is to the left of the yellow bowl.'],[3584]
The yellow bowl is behind the green cup.,images/step72.camera_0.png,['The green cup is behind the yellow bowl.'],[2888]
The green cup is to the left of the yellow bowl.,images/step524.camera_0.png,['The yellow bowl is to the left of the green cup.'],[3965]
The yellow bowl is to the left of the green cup.,images/step396.camera_0.png,['The green cup is to the left of the yellow bowl.'],[2208]
The green cup is behind the pink bowl.,images/step452.camera_0.png,['The pink bowl is behind the green cup.'],[429]
The small pot is to the right of the pink bowl.,images/step171.camera_0.png,['The pink bowl is to the right of the small pot.'],[1917]
The small pot is to the left of the green cup.,images/step191.camera_0.png,['The green cup is to the left of the small pot.'],[1834]
The green cup is in front of the pink bowl.,images/step319.camera_0.png,['The pink bowl is in front of the green cup.'],[6443]
The small pot is to the left of the green cup.,images/step274.camera_0.png,['The green cup is to the left of the small pot.'],[1617]
The small pot is to the left of the yellow bowl.,images/step555.camera_0.png,['The yellow bowl is to the left of the small pot.'],[5686]
The green cup is to the right of the pink bowl.,images/step609.camera_0.png,['The pink bowl is to the right of the green cup.'],[62]
The green cup is in front of the yellow bowl.,images/step551.camera_0.png,['The yellow bowl is in front of the green cup.'],[6813]
The green cup is in front of the yellow bowl.,images/step26.camera_0.png,['The yellow bowl is in front of the green cup.'],[7655]
The pink bowl is to the right of the yellow bowl.,images/step56.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[1422]
The green cup is behind the small pot.,images/step21.camera_0.png,['The small pot is behind the green cup.'],[1091]
The green cup is behind the small pot.,images/step439.camera_0.png,['The small pot is behind the green cup.'],[1662]
The green cup is to the left of the small pot.,images/step417.camera_0.png,['The small pot is to the left of the green cup.'],[6213]
The green cup is to the right of the yellow bowl.,images/step28.camera_0.png,['The yellow bowl is to the right of the green cup.'],[5879]
The pink bowl is to the right of the green cup.,images/step72.camera_0.png,['The green cup is to the right of the pink bowl.'],[547]
The small pot is to the right of the pink bowl.,images/step488.camera_0.png,['The pink bowl is to the right of the small pot.'],[4752]
The pink bowl is to the right of the yellow bowl.,images/step521.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[2111]
The green cup is to the right of the small pot.,images/step124.camera_0.png,['The small pot is to the right of the green cup.'],[5251]
The green cup is to the left of the yellow bowl.,images/step491.camera_0.png,['The yellow bowl is to the left of the green cup.'],[6109]
The pink bowl is to the right of the yellow bowl.,images/step659.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[6100]
The pink bowl is to the left of the small pot.,images/step77.camera_0.png,['The small pot is to the left of the pink bowl.'],[6157]
The yellow bowl is to the left of the pink bowl.,images/step255.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[2867]
The green cup is to the right of the small pot.,images/step503.camera_0.png,['The small pot is to the right of the green cup.'],[3926]
The green cup is to the right of the pink bowl.,images/step249.camera_0.png,['The pink bowl is to the right of the green cup.'],[3024]
The green cup is to the right of the small pot.,images/step756.camera_0.png,['The small pot is to the right of the green cup.'],[1297]
The small pot is behind the yellow bowl.,images/step401.camera_0.png,['The yellow bowl is behind the small pot.'],[6305]
The pink bowl is to the right of the yellow bowl.,images/step111.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[2151]
The yellow bowl is to the left of the pink bowl.,images/step579.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[4812]
The pink bowl is to the left of the yellow bowl.,images/step372.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[2318]
The pink bowl is to the right of the small pot.,images/step355.camera_0.png,['The small pot is to the right of the pink bowl.'],[144]
The small pot is to the left of the yellow bowl.,images/step601.camera_0.png,['The yellow bowl is to the left of the small pot.'],[5190]
The small pot is to the left of the pink bowl.,images/step201.camera_0.png,['The pink bowl is to the left of the small pot.'],[2156]
The small pot is to the right of the pink bowl.,images/step620.camera_0.png,['The pink bowl is to the right of the small pot.'],[3209]
The yellow bowl is to the right of the green cup.,images/step129.camera_0.png,['The green cup is to the right of the yellow bowl.'],[7057]
The green cup is to the left of the small pot.,images/step476.camera_0.png,['The small pot is to the left of the green cup.'],[2959]
The small pot is to the left of the pink bowl.,images/step466.camera_0.png,['The pink bowl is to the left of the small pot.'],[4008]
The small pot is to the right of the yellow bowl.,images/step349.camera_0.png,['The yellow bowl is to the right of the small pot.'],[567]
The pink bowl is to the left of the small pot.,images/step369.camera_0.png,['The small pot is to the left of the pink bowl.'],[7508]
The pink bowl is to the left of the yellow bowl.,images/step336.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[2945]
The green cup is to the right of the small pot.,images/step266.camera_0.png,['The small pot is to the right of the green cup.'],[6357]
The pink bowl is to the right of the yellow bowl.,images/step803.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5563]
The green cup is to the right of the pink bowl.,images/step99.camera_0.png,['The pink bowl is to the right of the green cup.'],[396]
The yellow bowl is to the left of the pink bowl.,images/step117.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[4659]
The green cup is to the left of the yellow bowl.,images/step592.camera_0.png,['The yellow bowl is to the left of the green cup.'],[6403]
The pink bowl is to the right of the green cup.,images/step112.camera_0.png,['The green cup is to the right of the pink bowl.'],[2853]
The yellow bowl is in front of the small pot.,images/step266.camera_0.png,['The small pot is in front of the yellow bowl.'],[7331]
The yellow bowl is to the left of the small pot.,images/step454.camera_0.png,['The small pot is to the left of the yellow bowl.'],[2032]
The yellow bowl is to the left of the small pot.,images/step230.camera_0.png,['The small pot is to the left of the yellow bowl.'],[212]
The small pot is to the left of the yellow bowl.,images/step416.camera_0.png,['The yellow bowl is to the left of the small pot.'],[6459]
The yellow bowl is to the right of the pink bowl.,images/step646.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[4191]
The green cup is to the right of the yellow bowl.,images/step769.camera_0.png,['The yellow bowl is to the right of the green cup.'],[3225]
The small pot is to the left of the yellow bowl.,images/step216.camera_0.png,['The yellow bowl is to the left of the small pot.'],[1876]
The small pot is to the right of the yellow bowl.,images/step10.camera_0.png,['The yellow bowl is to the right of the small pot.'],[5052]
The yellow bowl is to the right of the small pot.,images/step350.camera_0.png,['The small pot is to the right of the yellow bowl.'],[1333]
The pink bowl is behind the green cup.,images/step18.camera_0.png,['The green cup is behind the pink bowl.'],[4433]
The pink bowl is to the left of the small pot.,images/step449.camera_0.png,['The small pot is to the left of the pink bowl.'],[7617]
The pink bowl is in front of the small pot.,images/step30.camera_0.png,['The small pot is in front of the pink bowl.'],[5724]
The small pot is to the right of the green cup.,images/step629.camera_0.png,['The green cup is to the right of the small pot.'],[7502]
The small pot is to the left of the green cup.,images/step353.camera_0.png,['The green cup is to the left of the small pot.'],[1140]
The pink bowl is to the right of the yellow bowl.,images/step365.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5712]
The pink bowl is to the right of the green cup.,images/step763.camera_0.png,['The green cup is to the right of the pink bowl.'],[4639]
The green cup is to the right of the small pot.,images/step310.camera_0.png,['The small pot is to the right of the green cup.'],[6953]
The pink bowl is to the right of the yellow bowl.,images/step271.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5402]
The green cup is to the right of the small pot.,images/step693.camera_0.png,['The small pot is to the right of the green cup.'],[471]
The pink bowl is to the left of the small pot.,images/step340.camera_0.png,['The small pot is to the left of the pink bowl.'],[5425]
The small pot is to the right of the yellow bowl.,images/step41.camera_0.png,['The yellow bowl is to the right of the small pot.'],[5919]
The small pot is to the left of the pink bowl.,images/step197.camera_0.png,['The pink bowl is to the left of the small pot.'],[5650]
The green cup is behind the pink bowl.,images/step15.camera_0.png,['The pink bowl is behind the green cup.'],[6010]
The green cup is to the right of the pink bowl.,images/step565.camera_0.png,['The pink bowl is to the right of the green cup.'],[3939]
The pink bowl is to the left of the green cup.,images/step38.camera_0.png,['The green cup is to the left of the pink bowl.'],[1771]
The yellow bowl is to the right of the small pot.,images/step190.camera_0.png,['The small pot is to the right of the yellow bowl.'],[6624]
The pink bowl is to the right of the yellow bowl.,images/step248.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[3910]
The small pot is to the right of the yellow bowl.,images/step119.camera_0.png,['The yellow bowl is to the right of the small pot.'],[7441]
The pink bowl is to the right of the small pot.,images/step572.camera_0.png,['The small pot is to the right of the pink bowl.'],[5234]
The yellow bowl is to the right of the pink bowl.,images/step594.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[6555]
The small pot is behind the pink bowl.,images/step543.camera_0.png,['The pink bowl is behind the small pot.'],[3468]
The small pot is in front of the pink bowl.,images/step32.camera_0.png,['The pink bowl is in front of the small pot.'],[1940]
The small pot is to the left of the pink bowl.,images/step371.camera_0.png,['The pink bowl is to the left of the small pot.'],[1959]
The small pot is to the left of the yellow bowl.,images/step678.camera_0.png,['The yellow bowl is to the left of the small pot.'],[1794]
The small pot is to the left of the green cup.,images/step457.camera_0.png,['The green cup is to the left of the small pot.'],[3330]
The small pot is to the left of the pink bowl.,images/step537.camera_0.png,['The pink bowl is to the left of the small pot.'],[4945]
The green cup is behind the yellow bowl.,images/step802.camera_0.png,['The yellow bowl is behind the green cup.'],[3064]
The small pot is to the left of the pink bowl.,images/step407.camera_0.png,['The pink bowl is to the left of the small pot.'],[7601]
The pink bowl is to the right of the small pot.,images/step590.camera_0.png,['The small pot is to the right of the pink bowl.'],[5605]
The green cup is to the left of the small pot.,images/step183.camera_0.png,['The small pot is to the left of the green cup.'],[2468]
The pink bowl is to the left of the yellow bowl.,images/step305.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[25]
The small pot is to the left of the pink bowl.,images/step672.camera_0.png,['The pink bowl is to the left of the small pot.'],[7021]
The small pot is to the right of the green cup.,images/step743.camera_0.png,['The green cup is to the right of the small pot.'],[78]
The pink bowl is to the right of the small pot.,images/step169.camera_0.png,['The small pot is to the right of the pink bowl.'],[1690]
The yellow bowl is to the right of the pink bowl.,images/step634.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[1836]
The pink bowl is to the left of the small pot.,images/step285.camera_0.png,['The small pot is to the left of the pink bowl.'],[2176]
The yellow bowl is to the left of the small pot.,images/step801.camera_0.png,['The small pot is to the left of the yellow bowl.'],[6738]
The yellow bowl is to the left of the small pot.,images/step469.camera_0.png,['The small pot is to the left of the yellow bowl.'],[7184]
The green cup is to the right of the pink bowl.,images/step393.camera_0.png,['The pink bowl is to the right of the green cup.'],[2215]
